카드ID,카드이름,카드사,국내연회비,해외연회비,주요혜택
1542,삼성CMA플러스 롯데체크카드,롯데카드,,,"금융: 삼성증권CMA 연 4% 수익률 및 월 7만원 자동적립
연회비지원: 차년도 연회비 면제
헤어: 미용실 최대 20% 할인
레저/스포츠: 롯데 자이언츠 20% 할인
쇼핑: 롯데멤버스 제휴사 최대 10% 할인
테마파크: 테마파크 최대 50% 할인
여행/숙박: 롯데카드 여행서비스 최대 7% 할인
푸드: 외식 10% 할인
주유: SK주유소 리터당 SK주유포인트 50원적립
멤버십포인트: L.POINT 적립
유의사항: 꼭 확인하세요!"
1543,KTX이마트 삼성카드,삼성카드,,"10,000","대형마트: 이마트 6천원 결제일할인 및 무이자할부
기차: 코레일 승차권 할인
주유: S-OIL 리터당 40~50 보너스포인트 적립
경기관람: 프로스포츠 프로모션 서비스
유의사항: 꼭 확인하세요!"
1544,해피포인트 KB국민카드,KB국민카드,,"5,000","해피포인트: 해피포인트 가맹점 10~30% 청구할인
해피포인트 가맹점 5%현장적립
온라인쇼핑: 옥션 · G마켓 5% 청구할인
영화: 인터파크 3,500원 청구할인
여행/숙박: 제너두 둔내 펜션 10%~40% 현장할인
무이자할부: 백화점 및 할인점 2~3개월 무이자할부
국내 면세점 2~3개월 무이자할부
유의사항: 꼭 확인하세요!"
1545,SLR클럽 삼성티클래스카드,삼성카드,,"20,000","모든가맹점: 0.4%~0.8% 빅포인트 적립
선택형: 우수회원 옵션 서비스
주유: S-OIL 리터당 40~50 보너스포인트 적립
여행/숙박: 삼성카드여행센터 할인
테마파크: 주요 놀이공원 입장권 및 자유이용권 할인
푸드: 불고기브라더스 15% 할인
경기관람: 프로스포츠 프로모션 서비스
유의사항: 꼭 확인하세요!"
1546,T라이트 카드의정석,우리카드,"20,000","20,000","SKT: SKT통신요금 7천원 / 1만 3천원 청구할인
SKT 단발기 장기할부 서비스
영화: 모든 영화관 3,000원 청구할인
테마파크: 놀이공원 자유이용권 50% 현장할인
유의사항: 꼭 확인하세요!"
1547,SLR클럽 삼성애니패스포인트카드,삼성카드,,"12,000","모든가맹점: 0.2%~0.8% 빅포인트 적립
주유: S-OIL 리터당 40 보너스포인트 적립
푸드: 아웃백, 스타벅스 할인
경기관람: 프로스포츠 경기 할인
테마파크: 주요 놀이공원 입장권 및 자유이용권 할인
OTT/영화/문화: 영화 할인
정비: 닥터카서비스
여행/숙박: 삼성카드여행센터 할인
유의사항: 꼭 확인하세요!"
1548,STM철도 삼성지엔미카드,삼성카드,,"12,000","기차: 코레일 승차권 3% 결제일할인
주유: S-OIL 리터당 40 보너스포인트 적립
경기관람: 프로스포츠 프로모션 서비스
테마파크: 주요 놀이공원 입장권 및 자유이용권 할인
푸드: 아웃백, 스타벅스 할인
헤어: 미용실 할인
OTT/영화/문화: 영화 할인
정비: 닥터카서비스
무이자할부: 주요 쇼핑가맹점 무이자할부
유의사항: 꼭 확인하세요!"
1549,하나투어 KB국민카드,KB국민카드,,"10,000","여행사: 하나투어 포인트 최대 10% 적립
영화: 인터파크 영화예매 1매당 3,500원 청구 할인
여행사: 최대 50만원까지!! 여행을 SAVE하는 '하나투어 포인트연계할부서비스(세이브)'
무이자할부: 2~3개월 무이자할부 서비스
금융: 외국통화 매매 및 여행자 수표 매도 시 매매마진율의 30% 우대
유의사항: 꼭 확인하세요!"
1550,구도일+100 롯데카드,롯데카드,"10,000","15,000","주유: S-OIL포인트 적립
쇼핑: 쇼핑
테마파크: 놀이공원 50% 현장할인
영화: 영화 관람료 1,500원 청구할인
푸드: 외식
헤어: 미용실 최대 20% 할인
멤버십포인트: L.POINT
유의사항: 꼭 확인하세요!"
1551,STM철도 삼성애니패스카드,삼성카드,,"13,000","기차: 코레일 승차권 3% 결제일할인
주유: S-OIL 리터당 40 보너스포인트 적립
경기관람: 프로스포츠 프로모션 서비스
테마파크: 주요 놀이공원 입장권 및 자유이용권 할인
OTT/영화/문화: 영화 할인
정비: 닥터카서비스
유의사항: 꼭 확인하세요!"
1552,S-OIL 삼성카드 4 (포인트),삼성카드,"12,000","15,000","모든가맹점: 0.7% 빅포인트 적립
OTT/영화/문화: 모든 영화관 2,500원 결제일할인
주유: S-OIL 리터당 70원 결제일할인
무이자할부: 모든 가맹점 2~3개월 무이자할부
여행/숙박: 아멕스 서비스
유의사항: 꼭 확인하세요!"
1553,SN KB국민은행 삼성애니패스포인트 체크카드,삼성카드,,,"모든가맹점: 0.2%~0.8% 빅포인트 적립
주유: S-OIL 리터당 40 보너스포인트 적립
경기관람: 프로스포츠 경기 할인
푸드: 아웃백, 스타벅스 할인
테마파크: 주요 놀이공원 입장권 및 자유이용권 할인
영화: 영화 할인
정비: 닥터카서비스
유의사항: 꼭 확인하세요!"
1554,대교 삼성카드 & POINT,삼성카드,"15,000","15,000","무실적: 커피·통신·음식점 등 1%~3% 빅포인트 적립
교육/육아: 대교 10% 결제일할인
카페/디저트: 파리바게뜨·배스킨라빈스·던킨도너츠 10% 결제일할인
OTT/영화/문화: CGV·롯데시네마 3,000원 결제일할인
경기관람: 프로스포츠 프로모션 서비스
유의사항: 꼭 확인하세요!"
1555,SKT 우리카드,우리카드,,"10,000","SKT: T라이트할부 및 SKT 통신요금 월 1만원 ~ 2만원 청구할인
영화: 전국 영화관 3천원 청구할인
패밀리레스토랑: VIPS, TGIF 10% 청구할인
카페: 할리스, 엔제리너스 20% 청구할인
테마파크: 롯데월드, 에버랜드, 서울랜드, 이월드(대구), 경주월드, 통도환타지아 자유이용권 50% 현장할인
유의사항: 꼭 확인하세요!"
1556,플렉스페이카드,KB국민카드,,"15,000","렌탈 : 플렉스페이 렌탈료 청구할인 최대 1만 7천원
유의사항: 꼭 확인하세요!"
1557,삼성 페이 삼성체크카드 & POINT,삼성카드,,,"적립: 0.2%~0.8% 빅포인트 적립
OTT/영화/문화: CGV 3,000원 할인
테마파크: 주요 놀이공원 입장권 및 자유이용권 할인
유의사항: 꼭 확인하세요!"
1558,탄탄대로 웰컴카드,KB국민카드,,"17,000","쇼핑: 3대 대형마트 / 3대 백화점 10% 청구할인
교통: 대중교통(버스, 지하철), 택시 5% 청구할인
통신: 이동통신요금 5% 청구할인
기타: 외국인 선호 관광지 20% 청구할인
외국인 선호/거주 지역 음식 청구할인 5% 청구할인
유의사항: 꼭 확인하세요!"
1559,삼성아멕스카드,삼성카드,,"30,000","모든가맹점: 0.5%~1% 빅포인트 적립
주유: S-OIL 리터당 40 보너스포인트 적립
푸드: 디너클럽 30,000원 결제일할인
여행/숙박: 아멕스 서비스
경기관람: 프로스포츠 프로모션 서비스
정비: 닥터카서비스
테마파크: 주요 놀이공원 입장권 및 자유이용권 할인
유의사항: 꼭 확인하세요!"
1560,삼성스마트오토 캐시백체크카드,삼성카드,,,"주유: 모든 주유소 리터당 50원 캐시백
카페/디저트: 커피 1,000원 캐시백
경기관람: 프로스포츠 프로모션 서비스
영화: 영화 할인
유의사항: 꼭 확인하세요!"
1561,SK 세븐모바일 라서 즐거운카드,우리카드,,"10,000","통신: SK 세븐모바일 통신요금 자동이체 1만~2만원 청구할인
테마파크: 자유이용권 50% 현장할인
영화: 모든 영화관 3,000원 청구할인
패밀리레스토랑: 아웃백, TGIF 10% 청구할인
카페: 스타벅스, 투썸플레이스 20% 청구할인
유의사항: 꼭 확인하세요!"
1562,삼성오일앤세이브플러스카드,삼성카드,"8,000","10,000","멤버십포인트: 업종별 0.2%~1.2% 빅포인트 적립
주유: GS칼텍스 리터당 80~150 GS&POINT·빅포인트 적립
정비: 오토오아시스 제휴 서비스
푸드: 빕스, 불고기브라더스 할인
경기관람: 프로스포츠 프로모션 서비스
테마파크: 주요 놀이공원 입장권 및 자유이용권 할인
무이자할부: 주요 백화점 및 할인점 무이자할부
여행/숙박: 삼성카드 여행센터 할인
교통: 대중교통상해보험 무료가입
유의사항: 꼭 확인하세요!"
1563,olleh CEO 우리카드,우리카드,,"10,000","KT: KT 통신요금 자동이체 1만~3만원 할인
영화: 전국 영화관 3천원 청구할인
테마파크: 주요 놀이공원 자유이용권 50% 현장할인
패밀리레스토랑: 패밀리레스토랑 10% 할인
카페: 커피 20% 청구할인
유의사항: 꼭 확인하세요!"
1564,삼성오일앤세이브플러스카드 (유류환급),삼성카드,,"10,000","멤버십포인트: 업종별 0.2%~1.2% 빅포인트 적립
주유: GS칼텍스 리터당 80~150 GS&POINT·빅포인트 적립
정비: 오토오아시스 제휴 서비스
푸드: 빕스, 불고기브라더스 할인
경기관람: 프로스포츠 프로모션 서비스
테마파크: 주요 놀이공원 입장권 및 자유이용권 할인
무이자할부: 주요 백화점 및 할인점 무이자할부
교통: 대중교통상해보험 무료가입
유의사항: 꼭 확인하세요!"
1565,썸(SUM)화물복지카드 (개인체크),우리카드,,,"주유: 화물복지카드 종합안내
주유: 주유 15원 ~ 최대 100원 할인(ℓ당)
기타: 부가세 환급 지원 서비스
카페: 스타벅스, 커피빈 20% 캐시백 할인
패밀리레스토랑: VIPS, 아웃백, T.G,I Friday's, 10% 캐시백 할인
영화: CGV/메가박스/롯데씨네마 영화 캐시백 할인
도서: Yes24, 교보문고, 영풍문고 3,000원 캐시백 할인
OK캐쉬백: OK캐쉬백 멤버십 서비스
유의사항: 꼭 확인하세요!"
1566,삼성카드 애니패스 +,삼성카드,,"49,000","모든가맹점: 모든 가맹점 0.5% 할인
생활: 음식점·주점·편의점·주유·택시 1.5% 할인
영화: 모든 영화관 5,000원 결제일할인
카페: 커피전문점 10% 결제일할인
푸드: VIPS·계절밥상 20,000원 결제일할인
테마파크: 주요 놀이공원 입장권 및 자유이용권 할인
경기관람: 프로스포츠 프로모션 서비스
정비: 닥터카서비스
프리미엄: MASTER 서비스 및 UnionPay 서비스
유의사항: 꼭 확인하세요!"
1567,WithWOORI보조금결제전용카드,우리카드,,,"비즈니스: 자금관리시스템 제공
특정 업종 카드 사용 제한
유의사항: 꼭 확인하세요!"
1568,국방신협 우리카드,우리카드,,"5,000","유의사항: 국방신협 우리카드는 현역 부사관이상 간부, 국방관련 군무원ㆍ공무원 및 가족 을 위한 카드입니다.
기타: 군 복지시설 할인 서비스
군 영내외마트/체력단련장/휴양(숙박)시설 10~20% 청구할인
생활: 백화점, 전통시장, 병의원, 학원 업종 5% 청구할인
주유: S-OIL 주유시 ℓ당 60원 청구할인
영화: 영화관 할인
 CGV, 롯데시네마, 메가박스
패밀리레스토랑: 아웃백 스테이크 하우스/토다이 25% 청구할인
불고기브라더스 20% 청구할인
통신: 일반전화, 인터넷전화, 이동통신, 인터넷요금 결제 자동 이체시 10% 청구할인
도서: 교보문고, 영풍문고, YES24 온라인 결제 할인
프리미엄: 프리미엄 투어 서비스
유의사항: 꼭 확인하세요!"
1569,KB국민 훈카드,KB국민카드,"5,000","10,000","학원: 학원 10% 청구할인
피트니스: 레저/피트니스 5% 청구할인
약국: 약국 5~10% 청구할인
간편결제: KB Pay 이용가능 편의점에서 KB Pay 결제 시 5% 청구할인
기타: 시즌 특화가맹점 50% 청구할인
유의사항: 꼭 확인하세요!"
1570,KB국민 민카드,KB국민카드,"5,000","10,000","마트/편의점: 대형마트 10% 청구할인
편의점 5% 청구할인
통신: 이동통신요금 5~10% 청구할인
간편결제: KB Pay 이용가능 편의점에서 KB Pay 결제 시 5% 청구할인
기타: 시즌 특화가맹점 50% 청구할인
유의사항: 꼭 확인하세요!"
1571,삼성카드 3,삼성카드,"18,000","18,000","멤버십포인트: 업종별 0.5%~5% 빅포인트 적립
주유: S-OIL 리터당 40 보너스포인트 적립
영화: CGV 주중 50%·주말 25% 할인
패밀리레스토랑: 아웃백 20% 할인
테마파크: 놀이공원 및 워터파크 동반 1인무료·할인
정비: 닥터카서비스
무이자할부: 백화점 및 할인점 무이자할부
경기관람: 프로스포츠 경기 할인
여행/숙박: American Express Selects 서비스
유의사항: 꼭 확인하세요!"
1572,탐나는전 체크카드,KB국민카드,,,"적립: 국내외 가맹점 0.2% 기본 포인트리 적립
푸드: 음식점, 커피전문점 업종 0.2% 추가 포인트리 적립
대중교통: 대중교통(버스·지하철), 택시 0.2% 추가 포인트리 적립
통신: 이동통신요금 0.2% 추가 포인트리 적립
유의사항: 꼭 확인하세요!"
1573,티머니 체크카드,KB국민카드,,,"패밀리레스토랑: 아웃백·VIPS·TGIF·세븐스프링스
주중 10%, 주말 15% 환급할인
영화: CGV·메가박스 20% 환급할인
테마파크: 에버랜드·서울랜드·롯데월드 30% 환급할인
카페: 커피빈 주중 5%, 주말 10% 환급할인
제주항공: 제주항공 10% 환급할인
헤어: 박승철헤어스투디오·올리브영 10% 환급할인
도서: 교보문고 3% 환급할인
편의점: GS25 5% 환급할인
금융: 금융수수료 면제 서비스
교통: 티머니 서비스
유의사항: 꼭 확인하세요!"
1574,e나라도움카드,NH농협카드,,,"기타: 보조사업 수행 단체 및 사업자를 위한 국고보조금 결제전용카드
유의사항: 꼭 확인하세요!"
1575,e나라도움체크카드,NH농협카드,,,"기타: 보조사업 수행 단체 및 사업자를 위한 국고보조금 결제전용카드
유의사항: 꼭 확인하세요!"
1576,Free&(프리앤)카드,NH농협카드,"5,000","7,000","모든가맹점: 국내외 모든 가맹점 이용금액 0.3% 청구할인
기타: 외화 환전 수수료 현장할인(30~50%) 외 할인 혜택
유의사항: 꼭 확인하세요!"
1577,New후불하이패스카드,NH농협카드,"2,000",,"하이패스: 고속도로 통행료 결제
하이패스: 출퇴근 시간대 통행료 자동할인 최대 50%"
1578,삼성카드 3 V2,삼성카드,"18,000","18,000","모든가맹점: 업종별 0.5%~2% 빅포인트 적립
OTT/영화/문화: CGV 및 롯데시네마 3,000원·6,000원 결제일할인
주유: 주유 5만원당 1,000원 결제일할인
통신: 이동통신요금 1,000원 결제일할인
경기관람: 프로스포츠 프로모션 서비스
정비: 닥터카서비스
유의사항: 꼭 확인하세요!"
1579,삼성카드 BIZ 3,삼성카드,"28,000","30,000","비즈니스: 개인사업지원서비스
모든가맹점: 업종별 0.5%~5% 빅포인트 적립
주유: S-OIL 리터당 40 보너스포인트 적립
영화: CGV 주중 50%·주말 25% 할인
푸드: 아웃백 20% 할인
테마파크: 놀이공원 및 워터파크 동반 1인무료·할인
정비: 닥터카서비스
무이자할부: 백화점 및 할인점 무이자할부
경기관람: 프로스포츠 경기 할인
유의사항: 꼭 확인하세요!"
1580,삼성카드 3+,삼성카드,"95,000","100,000","바우처: 플러스 기프트 50,000 빅포인트 적립
푸드: 아웃백 30% 할인
주유: GS칼텍스, S-OIL 주유시 포인트 적립
멤버십포인트: 업종별 0.5%~5% 빅포인트 적립
OTT/영화/문화: CGV 주중 50%·주말 25% 할인
테마파크: 놀이공원 및 워터파크 동반 1인무료·할인
정비: 닥터카서비스
무이자할부: 백화점 및 할인점 무이자할부
경기관람: 프로스포츠 경기 할인
여행/숙박: MASTER 서비스
유의사항: 꼭 확인하세요!"
1581,삼성카드 3+ V2,삼성카드,"38,000","38,000","멤버십포인트: 플러스 추가적립
모든가맹점: 업종별 0.5%~2% 빅포인트 적립
OTT/영화/문화: CGV 및 롯데시네마 3,000원·6,000원 결제일할인
주유: 주유 5만원당 1,000원 결제일할인
통신: 이동통신요금 1,000원 결제일할인
경기관람: 프로스포츠 프로모션 서비스
정비: 닥터카서비스
여행/숙박: MASTER 서비스
유의사항: 꼭 확인하세요!"
